Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
"By Trashing Mexico, Trump Hurts the U.S. Without Nafta, American businesses would lose protection from populism south of the border.",,1890886109,Newspapers," Zoellick, Robert B
Robert
Robert B Zoellick
Zoellick
B
Robert B. Zoellick"," Republican Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170423000020170423ed4n003pe , WSJOWSJO20170423000020170423ed4n003pe , 117310 , PQ_117310_Apr232017", News," Apr 23, 2017",, English, English, n/a," New York, N.Y.","Apr 23, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1890886109?accountid=14496,, n/a," Immigration policy , Hispanic Americans , International trade , Competitive advantage , Cooperation , Sovereignty , Presidents , Manufacturers , Energy industry , Populism , Anti-Americanism , Wisconsin , United States--US , Canada , North America , Central America , Tillerson, Rex W",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=By+Trashing+Mexico%2C+Trump+Hurts+the+U.S.+Without+Nafta%2C+American+businesses+would+lose+protection+from+populism+south+of+the+border.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-23&amp;volume=&amp;issue=&amp;spage=&amp;au=Zoellick%2C+Robert+B&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Obama to Appear at Chicago Event; The former president has largely stayed out of the spotlight on public issues since leaving office,,1890886240,Newspapers," Hackman, Michelle
Hackman
Michelle
Michelle Hackman"," Democratic Party
813940 , University of Chicago
611310"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170423000020170423ed4n003s5 , WSJOWSJO20170423000020170423ed4n003s5 , 117310 , PQ_117310_Apr232017", News," Apr 23, 2017",, English, English, n/a," New York, N.Y.","Apr 23, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1890886240?accountid=14496,, n/a," Presidents , Trump, Donald J , Chicago Illinois , United States--US , French Polynesia , Germany , Merkel, Angela , Springsteen, Bruce , Winfrey, Oprah , Europe , Hanks, Tom , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama+to+Appear+at+Chicago+Event%3B+The+former+president+has+largely+stayed+out+of+the+spotlight+on+public+issues+since+leaving+office&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-23&amp;volume=&amp;issue=&amp;spage=&amp;au=Hackman%2C+Michelle&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Deported After 20 Years in the U.S., Roberto Beristain Struggles to Adjust to Unfamiliar Homeland; 'I am more American than Mexican,' Indiana restaurateur says",,1890891918,Newspapers," Althaus, Dudley
Althaus
Dudley
Dudley Althaus; Alejandro Lazo , Lazo, Alejandro
Lazo
Alejandro",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170423000020170423ed4n004ed , WSJOWSJO20170423000020170423ed4n004ed , 117310 , PQ_117310_Apr232017", News," Apr 23, 2017",, English, English, n/a," New York, N.Y.","Apr 23, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1890891918?accountid=14496,, n/a," Immigration policy , Families & family life , Deportation , Neighborhoods , Restaurants , Indiana , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Deported+After+20+Years+in+the+U.S.%2C+Roberto+Beristain+Struggles+to+Adjust+to+Unfamiliar+Homeland%3B+%27I+am+more+American+than+Mexican%2C%27+Indiana+restaurateur+says&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-23&amp;volume=&amp;issue=&amp;spage=&amp;au=Althaus%2C+Dudley%3BLazo%2C+Alejandro&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"On Earth Day, a 'fight for science' across the globe",,1899047330,Newspapers," Achenbach, Joel
Joel
Joel Achenbach
Achenbach
Joel Achenbach , Guarino, Ben
Ben
Ben Guarino
Guarino
Ben Guarino , Kaplan, Sarah
Sarah
Sarah Kaplan
Kaplan
Sarah Kaplan",," (Copyright The Washington Post Company, Apr 23, 2017)"," WPXXWP20170423OnEarthDayafightforscienceacrosstheglobe67cf7f90 , WPXXWP20170423OnEarthDayafightforscienceacrosstheglobe67cf7f90 , 7653 , PQ_7653_Apr232017", News," Apr 23, 2017",0190-8286, English, English, A.1," Washington, D.C.","Apr 23, 2017",The Washington Post,2017,https://search.proquest.com/docview/1899047330?accountid=14496,, A.1," Girls , Presidents , Scientists , Earth Day , Computer science , Budgets , Studies , Funding , Trump, Donald J", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=On+Earth+Day%2C+a+%27fight+for+science%27+across+the+globe&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-23&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Achenbach%2C+Joel%3BGuarino%2C+Ben%3BKaplan%2C+Sarah&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Air Sickness,,1900478374,Newspapers," Mckenna, Maryn
Mckenna
Maryn
Maryn Mckenna",," Copyright New York Times Company Apr 23, 2017"," 500160-20170423 , 500160-20170423 , 7818 , PQ_7818_Apr232017", News," Apr 23, 2017",0362-4331, English, English, MM.42," New York, N.Y.","Apr 23, 2017",New York Times,2017,https://search.proquest.com/docview/1900478374?accountid=14496,, MM.42," Emergency medical care , Winter , Fever , Zika virus , Mosquitoes , West Nile virus , Disease , Climate change , Rain , Texas , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Air+Sickness%3A+%5BMagazine+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-04-23&amp;volume=&amp;issue=&amp;spage=MM.42&amp;au=Mckenna%2C+Maryn&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Euro Hits Five-Month High on French Election Results; Currency rises to above $1.09 against the U.S. dollar; polls give Macron significant lead over Le Pen in second round,,1890926853,Newspapers," Bird, Mike
Bird
Mike
Mike Bird"," JPMorgan Asset Management
523920"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170424000020170423ed4n002s1 , WSJOWSJO20170424000020170423ed4n002s1 , 117310 , PQ_117310_Apr242017", News," Apr 24, 2017",, English, English, n/a," New York, N.Y.","Apr 24, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1890926853?accountid=14496,, n/a," Currency , Investments , Purchasing managers index , Election results , EU membership , Presidential elections , Candidates , International finance , American dollar , United States--US , Germany , France , Asia , Europe",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Euro+Hits+Five-Month+High+on+French+Election+Results%3B+Currency+rises+to+above+%241.09+against+the+U.S.+dollar%3B+polls+give+Macron+significant+lead+over+Le+Pen+in+second+round&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=&amp;au=Bird%2C+Mike&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"FRANCE PLACES LE PEN IN THE RUNOFF; The far-right, anti-immigrant candidate finishes second to centrist in historic election.",,1890952477,Newspapers," Willsher, Kim
Willsher
Kim
Kim Willsher",," Copyright Los Angeles Times Apr 24, 2017"," 7683 , PQ_7683_Apr242017 , LATMLATM201704249967 , LATMLATM201704249967", News," Apr 24, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Apr 24, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1890952477?accountid=14496,, A.1," Election results , Presidential elections , Candidates , Politics , Italy , Greece , United States--US , France , United Kingdom--UK , Europe"," LE PEN, MARINE , MACRON, EMMANUEL , FRANCE , HEADS OF STATE , RUNOFF ELECTIONS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=FRANCE+PLACES+LE+PEN+IN+THE+RUNOFF%3B+The+far-right%2C+anti-immigrant+candidate+finishes+second+to+centrist+in+historic+election.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Willsher%2C+Kim&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"In a California farm town, the border is just a line to cross; For many, steel fence is a mundane part of the daily environment",,1890952512,Newspapers," Branson-Potts, Hailey
Branson-Potts
Hailey
Hailey Branson-Potts"," Calexico
711130"," Copyright Los Angeles Times Apr 24, 2017"," 7683 , PQ_7683_Apr242017 , LATMLATM201704249968 , LATMLATM201704249968", News," Apr 24, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Apr 24, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1890952512?accountid=14496,, A.1," Immigration policy , Parents & parenting , Students , Photographers , Families & family life , Tuition , Political campaigns , Border patrol , Education , Aliens , Mexico , United States--US , California"," CALEXICO (CA) , MEXICALI (MEXICO) , BORDERS , SCHOOLS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=In+a+California+farm+town%2C+the+border+is+just+a+line+to+cross%3B+For+many%2C+steel+fence+is+a+mundane+part+of+the+daily+environment&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Branson-Potts%2C+Hailey&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Sheriff wants Kern not to be a 'sanctuary'; He's asking the county to adopt a 'law and order' label, a move he acknowledges is 'somewhat symbolic.'",,1890952621,Newspapers," Vives, Ruben
Vives
Ruben
Ruben Vives , Winton, Richard
Winton
Richard
Richard Winton",," Copyright Los Angeles Times Apr 24, 2017"," 7683 , PQ_7683_Apr242017 , LATMLATM201704249961 , LATMLATM201704249961", News," Apr 24, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","Apr 24, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1890952621?accountid=14496,, B.1," Social networks , Immigration policy , Sheriffs , Executive orders , Law enforcement , Cooperation , Shasta County California , California , Kern County California , San Francisco California"," KERN COUNTY (CA) , SHERIFFS , IMMIGRANTS , SANCTUARY , IMMIGRATION AND CUSTOMS ENFORCEMENT (U.S.)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Sheriff+wants+Kern+not+to+be+a+%27sanctuary%27%3B+He%27s+asking+the+county+to+adopt+a+%27law+and+order%27+label%2C+a+move+he+acknowledges+is+%27somewhat+symbolic.%27&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Vives%2C+Ruben%3BWinton%2C+Richard&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE NATION; Obama to return to the spotlight; He has events and speeches lined up. But don't expect trash talk about Trump.,,1890952688,Newspapers," Skiba, Katherine
Skiba
Katherine
Katherine Skiba"," Harry Walker Agency Inc
711320 , University of Chicago
611310"," Copyright Los Angeles Times Apr 24, 2017"," 7683 , PQ_7683_Apr242017 , LATMLATM201704249953 , LATMLATM201704249953", News," Apr 24, 2017",0458-3035, English, English, A.5," Los Angeles, Calif.","Apr 24, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1890952688?accountid=14496,, A.5," American history , Speeches , Bills , Immigration , Italy , Chicago Illinois , Kass, Sam , Jarrett, Valerie , Merkel, Angela"," OBAMA, BARACK , CHICAGO",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+Obama+to+return+to+the+spotlight%3B+He+has+events+and+speeches+lined+up.+But+don%27t+expect+trash+talk+about+Trump.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Skiba%2C+Katherine&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A policy fight on a big stage; Xavier Becerra and Jeff Sessions trade jabs on immigration as guests on 'This Week.',,1890952746,Newspapers," McGreevy, Patrick
McGreevy
Patrick
Patrick McGreevy",," Copyright Los Angeles Times Apr 24, 2017"," 7683 , PQ_7683_Apr242017 , LATMLATM201704249960 , LATMLATM201704249960", News," Apr 24, 2017",0458-3035, English, English, B.3," Los Angeles, Calif.","Apr 24, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1890952746?accountid=14496,, B.3," Federal funding , Law enforcement , Public safety , Cooperation , Immigration , Mexico , California , Stephanopoulos, George R , Los Angeles California , United States--US , San Francisco California"," BECERRA, XAVIER , SESSIONS, JEFF , THIS WEEK (TELEVISION PROGRAM) , IMMIGRANTS , DEPORTATION , PUBLIC SAFETY , SANCTUARY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+policy+fight+on+a+big+stage%3B+Xavier+Becerra+and+Jeff+Sessions+trade+jabs+on+immigration+as+guests+on+%27This+Week.%27&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=McGreevy%2C+Patrick&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Macron, Le Pen advance to runoff vote in France",,1890955181,Newspapers," Birnbaum, Michael
Birnbaum
Michael
Michael Birnbaum , McAuley, James
McAuley
James
James McAuley"," European Union
926110
928120"," (Copyright The Washington Post Company, Apr 24, 2017)"," WPXXWP20170424MacronLePenadvancetorunoffvoteinFrancefd3759ce , WPXXWP20170424MacronLePenadvancetorunoffvoteinFrancefd3759ce , 7653 , PQ_7653_Apr242017", News," Apr 24, 2017",0190-8286, English, English, A.1," Washington, D.C.","Apr 24, 2017",The Washington Post,2017,https://search.proquest.com/docview/1890955181?accountid=14496,, A.1," Globalization , Politics , World War II , Presidential elections , Aliens , Voter behavior , Trump, Donald J , Russia , United States--US , Sarkozy, Nicolas , Hollande, Francois , Putin, Vladimir , Europe", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Macron%2C+Le+Pen+advance+to+runoff+vote+in+France&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Birnbaum%2C+Michael%3BMcAuley%2C+James&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"For Indians, America Under Trump Is a Land of Vanished Opportunity",,1890955997,Newspapers," Anand, Geeta
Geeta
Geeta Anand
Anand
Geeta Anand"," Wilson College
611310"," Copyright New York Times Company Apr 24, 2017"," 586528-20170424 , 586528-20170424 , 7818 , PQ_7818_Apr242017", News," Apr 24, 2017",0362-4331, English, English, A.10," New York, N.Y.","Apr 24, 2017",New York Times,2017,https://search.proquest.com/docview/1890955997?accountid=14496,, A.10," Financial management , Software , Asian Americans , Colleges & universities , Aliens , Mexico , United States--US , India , Kansas , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=For+Indians%2C+America+Under+Trump+Is+a+Land+of+Vanished+Opportunity%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Anand%2C+Geeta&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Business News: Twitter Summons Triggers Probe,"  On March 14, an agent of the U.S. Customs and Border Protection's Office of Professional Responsibility, which investigates employee misconduct, faxed the summons to Twitter.",1890965916,Newspapers," Seetharaman, Deepa
Seetharaman
Deepa
Deepa Seetharaman , Seetharaman, Deepa
Seetharaman
Deepa
Deepa Seetharaman"," Twitter Inc
519130"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321923363 , 111509792 , 7510 , WSJ , DWJNJ000000020170424ed4o00016", News," Apr 24, 2017",0099-9660, English, English, B.3," New York, N.Y.","Apr 24, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1890965916?accountid=14496,, B.3," Social networks , Roth, John",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Business+News%3A+Twitter+Summons+Triggers+Probe&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Seetharaman%2C+Deepa&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"By Trashing Mexico, Trump Hurts the U.S.","  Mr. Trump's policy of confrontation pits his hostile nationalism against an American tradition of practical internationalism. Because of historical legacies and national pride, North American integration and cooperation have been built on respect for the sovereignty and independence of Canada, Mexico and the U.S. That differs sharply from the European model of integration, which has sought shared sovereignty. Mexico's central bankers and economic officials became natural allies as macroeconomic policies converged. [...]recently, Europeans, Asians and even other Latin Americans assumed that the three North American countries would be aligned on most foreign policies.",1890965920,Newspapers," Zoellick, Robert B
Zoellick
B
Robert
Robert B. Zoellick , Zoellick, Robert B
Zoellick
B
Robert
Robert B. Zoellick",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321923347 , 111509792 , 7510 , WSJ , DWJNJ000000020170424ed4o0000y", Commentary," Apr 24, 2017",0099-9660, English, English, A.17," New York, N.Y.","Apr 24, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1890965920?accountid=14496, Photographs, A.17," Immigration policy , International trade , Sovereignty , Competitive advantage , Cooperation , Manufacturers , Energy industry , US exports , Populism , North American Free Trade Agreement , Foreign policy , International relations-US , United States--US , Mexico , Tillerson, Rex W , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=By+Trashing+Mexico%2C+Trump+Hurts+the+U.S.&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Zoellick%2C+Robert+B&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S. News: Priebus Says President, Nearing 100 Days, Is on Track","  White House budget director Mick Mulvaney said Sunday on Fox News that the president's announcement wouldn't involve a specific legislative proposal, and that the White House is undecided on a crucial sticking point: whether to try to raise as much revenue after any overhaul as the tax code currently pulls in.",1890974235,Newspapers," Hackman, Michelle
Hackman
Michelle
Michelle Hackman , Hackman, Michelle
Hackman
Michelle
Michelle Hackman"," Republican Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321923417 , 111509792 , 7510 , WSJ , DWJNJ000000020170424ed4o0001d", News," Apr 24, 2017",0099-9660, English, English, A.4," New York, N.Y.","Apr 24, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1890974235?accountid=14496,, A.4," Health care policy , Patient Protection & Affordable Care Act 2010-US , Immigration policy , Election results , Executive orders , Politics , Presidents , United States--US , Trump, Donald J , Priebus, Reince",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Priebus+Says+President%2C+Nearing+100+Days%2C+Is+on+Track&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-24&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Hackman%2C+Michelle&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
